sentence,lexical_unit,gold_frame,frame_definition,domain,sentence_length,is_long_context,is_ambiguous_lu,hard_negative_frames
"` It 's too beautiful a day for you to go on Mr Gajduseking me the whole while , "" he cut her off in easy fashion .",beautiful,Aesthetics,An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge. 'We saw this beautiful boat with the red sails several times' 'We camped here on the beach and had an absolutely lovely early morning walk through farm fields',general,28,True,False,
This phenomenon was not new ; in Haxey 's Case ( 1387 ) and Strode 's Case ( 1512 ) the privilege to say what one liked in Parliament with impunity had been denied but then conceded by the Crown .,concede,Affirm_or_deny,"A Speaker uses language to affirm or deny the truth of a Message to some Addressee. Instead of (or in addition to) a Speaker, a Medium may also be mentioned. Likewise, a Topic may be stated instead of a Message. 'She affirmed her loyalty to the cause.' 'He denied that he had ever believed in the existence of God.' 'BBC News confirmed the story about the refugees.'",legal,41,True,False,
"Greece 's conservative government conceded yesterday that a socialist victory in a weekend by-election in Athens had ` given us a clear message "" .",concede,Affirm_or_deny,"A Speaker uses language to affirm or deny the truth of a Message to some Addressee. Instead of (or in addition to) a Speaker, a Medium may also be mentioned. Likewise, a Topic may be stated instead of a Message. 'She affirmed her loyalty to the cause.' 'He denied that he had ever believed in the existence of God.' 'BBC News confirmed the story about the refugees.'",news_politics,25,True,False,
"Until yesterday , Taylor would concede only that Gascoigne MIGHT be England 's best player , which is a bit like saying that Linford Christie might be our best sprinter .",concede,Affirm_or_deny,"A Speaker uses language to affirm or deny the truth of a Message to some Addressee. Instead of (or in addition to) a Speaker, a Medium may also be mentioned. Likewise, a Topic may be stated instead of a Message. 'She affirmed her loyalty to the cause.' 'He denied that he had ever believed in the existence of God.' 'BBC News confirmed the story about the refugees.'",sports,31,True,False,
"` You 're right -- a badly chosen phrase , "" he conceded derisively as he looked at his watch again .",concede,Affirm_or_deny,"A Speaker uses language to affirm or deny the truth of a Message to some Addressee. Instead of (or in addition to) a Speaker, a Medium may also be mentioned. Likewise, a Topic may be stated instead of a Message. 'She affirmed her loyalty to the cause.' 'He denied that he had ever believed in the existence of God.' 'BBC News confirmed the story about the refugees.'",general,22,True,False,
"Roirbak had mistaken her for another boy : a skinny , awkward creature , but pretty in her own way , he conceded .",concede,Affirm_or_deny,"A Speaker uses language to affirm or deny the truth of a Message to some Addressee. Instead of (or in addition to) a Speaker, a Medium may also be mentioned. Likewise, a Topic may be stated instead of a Message. 'She affirmed her loyalty to the cause.' 'He denied that he had ever believed in the existence of God.' 'BBC News confirmed the story about the refugees.'",news_politics,24,True,False,
"On the other hand , she conceded , someone had to do the kind of menial tasks she was at present condemned to -- but why was it always women who did them ?",concede,Affirm_or_deny,"A Speaker uses language to affirm or deny the truth of a Message to some Addressee. Instead of (or in addition to) a Speaker, a Medium may also be mentioned. Likewise, a Topic may be stated instead of a Message. 'She affirmed her loyalty to the cause.' 'He denied that he had ever believed in the existence of God.' 'BBC News confirmed the story about the refugees.'",general,34,True,False,
It is dangerous to tell a 5 year old boy or girl that his or her mother uses language incorrectly .,old,Age,"An Entity has existed for a length of time, the Age. The Age can be characterized as a value of the age Attribute, or a Degree modifier may express the deviation of the Age from the norm. The Expressor exhibits qualities of the age of the Entity. 'This building is twenty thousand years old.' 'My grandpa is really old' 'Junior is only five weeks old.' 'A cunning oldish voice called out from the crowd.' 'His age was 23 at the time.' ' People of age 55 or older should consult their physician. ' 'I have a 13-year-old cousin' 'My grandma is old' There are additional patterns that the LUs in this frame occur in which are not licensed by a particular lexical head but by a construction. Additionally, there are patterns that evoke this frame without any overt lexical head that are part of this frame. 'She is 45 years of age.' 'Billy is 13.'",general,21,True,False,
"` But amazingly the process of setting up the co-op really did involve some of the men , and even the older boys .",old,Age,"An Entity has existed for a length of time, the Age. The Age can be characterized as a value of the age Attribute, or a Degree modifier may express the deviation of the Age from the norm. The Expressor exhibits qualities of the age of the Entity. 'This building is twenty thousand years old.' 'My grandpa is really old' 'Junior is only five weeks old.' 'A cunning oldish voice called out from the crowd.' 'His age was 23 at the time.' ' People of age 55 or older should consult their physician. ' 'I have a 13-year-old cousin' 'My grandma is old' There are additional patterns that the LUs in this frame occur in which are not licensed by a particular lexical head but by a construction. Additionally, there are patterns that evoke this frame without any overt lexical head that are part of this frame. 'She is 45 years of age.' 'Billy is 13.'",general,24,True,False,
Big Arnie Schwarzenegger would probably prefer to tackle the Penguin than the army of infant terrors he faces in Kindergarten Cop .,army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',news_politics,22,True,False,Military
It is at this stage that suddenly the chorus of advice dies away and the armies of theoreticians depart .,army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',general,20,True,False,Military
"And what about the small army of Morland Place pensioners -- former employees , who all seemed to enjoy an extraordinary longevity , and who seemed to live in houses needing constant repair ?",army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',general,34,True,False,Military
"If not directly representing the official political party just yet , she was anxious to push her views and get her army of young fans to follow suit , and help save the planet .",army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',general,35,True,False,Military
"If his growing army of fans are only writing to say they like Merton 's own TV series , then they are either shy or lying .",army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',general,27,True,False,Military
DAMON Hill went a long way towards fulfilling the hopes of his family and army of fans when he grabbed provisional pole position for Sunday 's Monaco Grand Prix .,army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',news_politics,30,True,False,Military
"A national newspaper had called for an army of Mansell fans to turn out , but fewer than two hundred actually did .",army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',general,23,True,False,Military
But perhaps the greatest fear about workfare is that it might reduce the political spur to create jobs and lead to an army of people working in poorly paid conditions .,army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',general,31,True,False,Military
"A great army of civil servants will be needed to administer the system , adding nothing whatever to the wealth or gaiety of the nation .",army,Aggregate,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an Aggregate_property. 'An army of postal workers descended on my office.',news_politics,26,True,False,Military
"Demands for health care are likely to increase because of factors such as the aging population , the spread of HIV , and rising expectations .",aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',daily_life,26,True,False,
"Its catchment area encompasses the largest aging population in London , from which two to five new cases of prostatic cancer are diagnosed each week .",aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',legal,26,True,False,
Many of the remote areas of Scotland have aging populations and many such people do not have the use of cars .,aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',daily_life,22,True,False,
"The aging population creates a greater strain on the Health Service , with the need to provide more day centres and more hospital beds .",aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',general,25,True,False,
He had n't dared to dwell on her in those aging arms lest his rage should drive him to deeds he might regret for the rest of his life .,aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',general,30,True,False,
HSE will doubtless take speedy action to secure in-built improvements to new tackle but what of the aging and battered equipment which has been given an extended life because of the current recession ?,aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',general,34,True,False,
"He was the youngest grandchild , however , and as he grew to be a hulking , noisy ten-year-old , his aging relatives found him very tiring .",aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',general,28,True,False,
"That said , I have printed TrueType and Adobe Type Manager fonts with excellent results as well , and seemingly quicker than to my aging PostScript printer .",aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',general,28,True,False,
"They should lose their jobs when the "" impossible "" happens , just as the president of Japan Air Lines quit when an aging jet crashed .",aging,Aging,An Entity is undergoing a change in age typically associated with some deterioration or change in state. 'This bark ages and turns black.' 'The U.S. is to upgrade aging missile defense systems with advanced tech.',news_politics,27,True,False,
He refused to send his horses to be shod at our smithy after that ; for once the smith 's verdict got around it would be difficult for him to sell the mare .,refuse,Agree_or_refuse_to_act,"A Speaker either agrees to or refuses to engage in a Proposed_action, proposed by an Interlocutor. '' 'They agreed to express their outrage with editorials in today's paper.' 'The man's refusal to accept blood severely hampered his treatment after the car accident.'",general,34,True,False,Respond_to_proposal
Managers at the Landing Gear factory have so far refused to confirm or deny the report that up to two hundred jobs are to go .,refuse,Agree_or_refuse_to_act,"A Speaker either agrees to or refuses to engage in a Proposed_action, proposed by an Interlocutor. '' 'They agreed to express their outrage with editorials in today's paper.' 'The man's refusal to accept blood severely hampered his treatment after the car accident.'",general,26,True,False,Respond_to_proposal
"Still , even when Grigorovich refused three years ago to let her guest at the Royal Ballet , she did what she was told .",refuse,Agree_or_refuse_to_act,"A Speaker either agrees to or refuses to engage in a Proposed_action, proposed by an Interlocutor. '' 'They agreed to express their outrage with editorials in today's paper.' 'The man's refusal to accept blood severely hampered his treatment after the car accident.'",general,25,True,False,Respond_to_proposal
"A High Court judge refused to grant an injunction which would have forced publishers Methuen to remove the characters , drawn by former Daily Mirror cartoonist Griffin .",refuse,Agree_or_refuse_to_act,"A Speaker either agrees to or refuses to engage in a Proposed_action, proposed by an Interlocutor. '' 'They agreed to express their outrage with editorials in today's paper.' 'The man's refusal to accept blood severely hampered his treatment after the car accident.'",legal,28,True,False,Respond_to_proposal
"TREVOR FRANCIS last night refused to bring down the curtain on his playing career , even though Sheffield Wednesday chairman Dave Richards has begged him to bow out .",refuse,Agree_or_refuse_to_act,"A Speaker either agrees to or refuses to engage in a Proposed_action, proposed by an Interlocutor. '' 'They agreed to express their outrage with editorials in today's paper.' 'The man's refusal to accept blood severely hampered his treatment after the car accident.'",daily_life,29,True,False,Respond_to_proposal
"He refused to give details of the type , quantity and condition of the explosive or identify the ` terrorist paraphernalia "" , although it is possible this might include timing devices or detonators .",refuse,Agree_or_refuse_to_act,"A Speaker either agrees to or refuses to engage in a Proposed_action, proposed by an Interlocutor. '' 'They agreed to express their outrage with editorials in today's paper.' 'The man's refusal to accept blood severely hampered his treatment after the car accident.'",general,35,True,False,Respond_to_proposal
"The economy has a weak base , and only 7 per cent of the land is cultivated , most being under rough grazing ( Turnock 1974 ) .",cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',general,28,True,False,
"It is not enough to enlarge a peasant 's piece of land , he must have the wherewithal to cultivate it .",cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',general,22,True,False,
We cultivated maize and water melons and the crops were just about ripe when the army came one night without warning and destroyed everything .,cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',news_politics,25,True,False,
"It is thought that rice was first cultivated in India and Indo-China , but it is now grown extensively throughout the Far East .",cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',general,24,True,False,
"Consequently a great deal of fulling , spinning , weaving and dyeing was carried out at domestic level , with plants probably being deliberately cultivated to provide dyes .",cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',daily_life,29,True,False,
Land that is cultivated or grazed intensively near the croft is often referred to as inbye to distinguish it from common grazings and more distant fields .,cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',general,27,True,False,
"It is native to China and has been cultivated successfully in a number of countries , including Iran , Turkey , India and the Soviet Union .",cultivate,Agriculture,In this frame an Agriculturist cultivates Food. The location or Ground where the Food is cultivated by the Agriculturist is often expressed. '' 'Peasants were encouraged to cultivate basic food crops such as beans and corn'. 'Shrimp farming seems to be a recipe for disaster' 'Some fields were probably cultivated only in the dry season CNI',general,27,True,False,
"Lepine stops at the door of study room C-228 , raises his rifle and aims at a student at the bottom of the room .",aim,Aiming,"An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place. 'If you aim your weapons somewhere else , I 'll be more likely to talk .' 'The sortie targeted primarily resupply points , but these included several civilian areas . INI' 'A good marksman still should take aim for a moment before each shot . INI INI'",daily_life,25,True,False,Purpose
"Pulling his rifle to his shoulder he squinted along the barrel , aiming at the broadest part of the deer 's neck .",aim,Aiming,"An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place. 'If you aim your weapons somewhere else , I 'll be more likely to talk .' 'The sortie targeted primarily resupply points , but these included several civilian areas . INI' 'A good marksman still should take aim for a moment before each shot . INI INI'",general,23,True,False,Purpose
"Not as yet by all three of the men , but by one who already had his handgun set up , aimed fully at John , and the flare in his hand to ignite it .",aim,Aiming,"An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place. 'If you aim your weapons somewhere else , I 'll be more likely to talk .' 'The sortie targeted primarily resupply points , but these included several civilian areas . INI' 'A good marksman still should take aim for a moment before each shot . INI INI'",general,36,True,False,Purpose
"Hindley put his right arm out through the hole , with the gun in it , and aimed it at his enemy .",aim,Aiming,"An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place. 'If you aim your weapons somewhere else , I 'll be more likely to talk .' 'The sortie targeted primarily resupply points , but these included several civilian areas . INI' 'A good marksman still should take aim for a moment before each shot . INI INI'",general,23,True,False,Purpose
"The gunners had been ordered to aim at the first two vessels , and at a bare two hundred yards ' range they could scarcely miss .",aim,Aiming,"An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place. 'If you aim your weapons somewhere else , I 'll be more likely to talk .' 'The sortie targeted primarily resupply points , but these included several civilian areas . INI' 'A good marksman still should take aim for a moment before each shot . INI INI'",daily_life,27,True,False,Purpose
"Checking the magazine of the Luger she had tucked in her waistband , she threw open the door and leapt in , the gun aimed unwaveringly at Froebe .",aim,Aiming,"An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target_location. Usually, there is a Targeted entity at the Target_location which is mentioned in its place. 'If you aim your weapons somewhere else , I 'll be more likely to talk .' 'The sortie targeted primarily resupply points , but these included several civilian areas . INI' 'A good marksman still should take aim for a moment before each shot . INI INI'",general,29,True,False,Purpose
"Such opposition from his former Anglican and Tory allies persuaded James to try to forge an alliance with the Dissenters , in the hope that the disabilities under which they suffered would give them common cause with the Catholics to support the removal of the penal laws .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",legal,48,True,False,
"It was proposed that the NLP might form an electoral alliance with the National Peasant Party and the Social Democratic Party ( the two other parties formed , like the NLP , before the Second World War ) .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",news_politics,39,True,False,
"He and his daughter , he imagined , would form an alliance based on shared jokes and secret indulgences against a lonely and often disapproving wife .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",general,27,True,False,
"The first salvos in what is threatening to develop into the Windows Wars were duly fired yesterday when Sun Microsystems Inc 's SunSelect formally announced its Wabi Windows applications binary interface which enables Windows applications to run under Unix without MS-DOS or Windows being needed , and Microsoft formally announced its alliance with Insignia Solutions Ltd , High Wycombe , to create Windows applications programming interfaces for the Apple Computer Inc Macintosh and Unix and other operating systems .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",news_politics,79,True,False,
The dispute within ANZUS reveals the dilemma created by the conclusion of political and military alliances in treaty form .,alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",general,20,True,False,
"Brown underlined a populist stance by refusing individual campaign contributions of over $100 , and promised a crusade against what he called '' the unholy alliance of private greed and corrupt politics '' in Washington .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",general,36,True,False,
"` There are no grounds for assuming that Libya was the only country involved , '' he said , suggesting again that there had been ` an unholy alliance '' between Iran , Syria and Libya .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",general,37,True,False,
"TV should stick with fact , or with fiction ; not try to make an uneasy alliance of the two .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",general,21,True,False,
"We can therefore see such a plasmid as a temporary alliance between genes which induce conjugation in the host bacterium ( and so make transmission of the plasmid itself possible ) , and genes which help the host to survive and multi ply .",alliance,Alliance,"After having worked separately for some time, two or more organizational or individual Members are now organized in an Alliance so that they may better pursue some common Purposes. The formerly separate Members may be presented separately as Member_1 and Member_2. 'They formed a loose coalition.'",general,44,True,False,
"It is remarkable only for the fact that amid a perfect jungle of possibilities we , with our worthy collaborator , the inspector , have kept our close hold on the essentials and so been guided along the crooked and winding path .",possibility,Alternatives,"There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned. 'You have but two choices for your daughter .' While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis: ''1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this. ''2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved. ''3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions. ''4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",general,43,True,False,Likelihood
"`` They are inevitably inclined to echo the conventional pap , since this is the least controversial option that is open to them .",option,Alternatives,"There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned. 'You have but two choices for your daughter .' While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis: ''1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this. ''2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved. ''3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions. ''4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",general,24,True,False,
Cornell found a number of employment options that he never dreamed existed after a work - site injury forced him out of his job at a foundry .,option,Alternatives,"There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned. 'You have but two choices for your daughter .' While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis: ''1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this. ''2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved. ''3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions. ''4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",business,28,True,False,
"The state legislature helped as well , by legalizing gambling in 1931 and thus solidifying the future of the town , though legislators and residents could never have known this at the time .",future,Alternatives,"There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned. 'You have but two choices for your daughter .' While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis: ''1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this. ''2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved. ''3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions. ''4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",legal,34,True,False,Temporal_collocation
This is so important for the future of the country that the national motto is `` Out of many one people . '',future,Alternatives,"There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned. 'You have but two choices for your daughter .' While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis: ''1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this. ''2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved. ''3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions. ''4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",general,23,True,False,Temporal_collocation
Jamaicans appear to worry little about the future ; sometimes it seems that they worry little even about what happens in the next few minutes .,future,Alternatives,"There exist a number of different possible Situations that may happen in the future. (In some cases, the Situation is concurrent or past, and only the knowledge of which has happened is in the future.) In most cases, there is an Agent involved who has to consider which of the possible Situations will or should occur. A Salient_entity which is deeply involved in the Situation may also be mentioned. 'You have but two choices for your daughter .' While all the members of this frame denote possible situations, in principle, this frame could be split into a number of subtypes on the following basis: ''1. Future.n, and most uses of alternative.n and possibility.n all evoke nothing more than a simple possible situation (not necessarily an Situation) with no Agent; the remaining frames would inherit from this. ''2. Use.n evokes different possible things that can be done with a Salient_entity (i.e., Purposes) and thus uses the Using frame; in this frame, the target denotes the Purpose that can be achieved. ''3. way.n evokes different events that can lead to an Outcome (not necessarily a Purpose); this frame should use the Means frame. In this frame, the target denotes the possible Means actions. ''4. option.n, choice.n, and many instances of alternative.n and possibility.n, evoke possible Situations that an implicit or explicit Agent can bring about at will. A Purpose that would be served by bringing these Situations about may be mentioned. A Salient_entity related to the Purpose may occur in place of the Purpose.",general,26,True,False,Temporal_collocation
The SPM had amalgamated with other groups of the Darod clan under the umbrella title of the Somali National Front ( SNF ) .,amalgamate,Amalgamation,"These words refer to Parts merging to form a Whole. (The Parts may also be encoded as Part_1 and Part_2.) There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole. 'The two droplets merge, and then travel down the windowpane even faster.'",general,24,True,False,Cause_to_amalgamate
"Under government plans for a new Environment Agency , the Inspectorate is expected to amalgamate with sections of the National Rivers Authority .",amalgamate,Amalgamation,"These words refer to Parts merging to form a Whole. (The Parts may also be encoded as Part_1 and Part_2.) There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole. 'The two droplets merge, and then travel down the windowpane even faster.'",news_politics,23,True,False,Cause_to_amalgamate
"In the next recipe , the fool has amalgamated with the syllabub and the trifle , the gooseberry fool taking the place of the cake at the bottom of the dish .",amalgamate,Amalgamation,"These words refer to Parts merging to form a Whole. (The Parts may also be encoded as Part_1 and Part_2.) There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole. 'The two droplets merge, and then travel down the windowpane even faster.'",general,32,True,False,Cause_to_amalgamate
He was a proprietor of the Liverpool Daily and Weekly Post and Echo and became chairman when the Daily Post and Liverpool Mercury amalgamated in 1904 .,amalgamate,Amalgamation,"These words refer to Parts merging to form a Whole. (The Parts may also be encoded as Part_1 and Part_2.) There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole. 'The two droplets merge, and then travel down the windowpane even faster.'",general,27,True,False,Cause_to_amalgamate
