sentence,lexical_unit,gold_frame,frame_definition
"The knight must be ready to fight hard when his prince required it of him ; he must never desert ; nor must he refuse to fight for the common good ; and , above all , he must fight fearlessly .",ready,Activity_ready_state,"The Protagonist is in an initial state, before beginning to be involved in the Activity, but all pre-conditions for performance of the Activity have been satisfied. In many cases, the Protagonist is an intentional agent, but there are other uses in which the agent is deprofiled, and the Protagonist is an entity which is essential to the Activity. Alternatively, the Activity may be indicated by a Salient_entity which stands in for the Activity. This Salient_entity may also be an intentional agent, but need not be. 'She 's not ready ! DNI.' 'He 's ready to talk , I think .' 'Is the UK government ready to do a u-turn on passport-ID cards ?' 'Check and see if Sal is ready for the bathtub .' 'The world is finally prepared for him !'"
I suggest you keep an eye on breeding pairs and be ready to move the female out if things get rough .,ready,Activity_ready_state,"The Protagonist is in an initial state, before beginning to be involved in the Activity, but all pre-conditions for performance of the Activity have been satisfied. In many cases, the Protagonist is an intentional agent, but there are other uses in which the agent is deprofiled, and the Protagonist is an entity which is essential to the Activity. Alternatively, the Activity may be indicated by a Salient_entity which stands in for the Activity. This Salient_entity may also be an intentional agent, but need not be. 'She 's not ready ! DNI.' 'He 's ready to talk , I think .' 'Is the UK government ready to do a u-turn on passport-ID cards ?' 'Check and see if Sal is ready for the bathtub .' 'The world is finally prepared for him !'"
Their pay levels are threatened as they become unable to control the supply of labour into their profession : there is always a ` reserve army '' of suitably qualified workers ready to step into their jobs .,ready,Activity_ready_state,"The Protagonist is in an initial state, before beginning to be involved in the Activity, but all pre-conditions for performance of the Activity have been satisfied. In many cases, the Protagonist is an intentional agent, but there are other uses in which the agent is deprofiled, and the Protagonist is an entity which is essential to the Activity. Alternatively, the Activity may be indicated by a Salient_entity which stands in for the Activity. This Salient_entity may also be an intentional agent, but need not be. 'She 's not ready ! DNI.' 'He 's ready to talk , I think .' 'Is the UK government ready to do a u-turn on passport-ID cards ?' 'Check and see if Sal is ready for the bathtub .' 'The world is finally prepared for him !'"
After that we will be ready to look at specific policies in more detail .,ready,Activity_ready_state,"The Protagonist is in an initial state, before beginning to be involved in the Activity, but all pre-conditions for performance of the Activity have been satisfied. In many cases, the Protagonist is an intentional agent, but there are other uses in which the agent is deprofiled, and the Protagonist is an entity which is essential to the Activity. Alternatively, the Activity may be indicated by a Salient_entity which stands in for the Activity. This Salient_entity may also be an intentional agent, but need not be. 'She 's not ready ! DNI.' 'He 's ready to talk , I think .' 'Is the UK government ready to do a u-turn on passport-ID cards ?' 'Check and see if Sal is ready for the bathtub .' 'The world is finally prepared for him !'"
"We were very , very angry and more than ready for a fight .",ready,Activity_ready_state,"The Protagonist is in an initial state, before beginning to be involved in the Activity, but all pre-conditions for performance of the Activity have been satisfied. In many cases, the Protagonist is an intentional agent, but there are other uses in which the agent is deprofiled, and the Protagonist is an entity which is essential to the Activity. Alternatively, the Activity may be indicated by a Salient_entity which stands in for the Activity. This Salient_entity may also be an intentional agent, but need not be. 'She 's not ready ! DNI.' 'He 's ready to talk , I think .' 'Is the UK government ready to do a u-turn on passport-ID cards ?' 'Check and see if Sal is ready for the bathtub .' 'The world is finally prepared for him !'"
Aung San renewed his appeal to Nu to come in .,renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
"All sides of the distributive coal trade in Britain renew their plea made on behalf of their customers , to the Chancellor before the budget , not to create hardship by taxing warmth .",renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
At the same time West German leaders renewed their pressure on the East German regime to follow Mikhail Gorbachev 's advice and bring in glasnost and perestroika .,renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
At the end of November guerrillas renewed their attacks on the wealthy suburbs of Escalón and San Benito and fighting also took place on the flanks of the San Salvador and Guazapa volcanos outside the capital .,renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
"In the debate referred to , the senior judges renewed their attack .",renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
The RSNC is using the report to renew demands on Environment Secretary Michael Heseltine for urgent action to curb the over-exploitation of rivers .,renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
In May 1990 the government renewed protests to Romania about pollution in Ruse by chlorine gas from the neighbouring Romanian town of Giurgiu .,renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
"On these occasions Alison gave Franca some embarrassed or ` significant "" looks , but did not renew attempts to have a talk about the ` situation "" .",renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
"It would not be surprising if Malcolm renewed his efforts c.1016--18 , considering the likely state of England at the time , and Cnut could well have acted against him once free to do so .",renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
"In pursuit of this , he renewed his efforts to get new players , and was rewarded with two promising youngsters , outside-right Bainbridge , from Seaton Delaval , and inside-right Price , from Worksop .",renew,Activity_resume,An Agent resumes participation in an Activity. Progress on the Activity is retained from before the interruption. 'Normal Service Will Be Resumed Shortly. CNI' The Kinshasa government has resumed supporting Rwandan rebels.
We will start in our first parliamentary session with a Freedom of Information Act which will open up government to the people .,start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
Dougal started with the body .,start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
Follow-up testing has been started with a questionnaire being sent to past course delegates to check their continued understanding of food safety requirements .,start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
Rostov started to walk towards the door .,start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
"Penelope choked on her pudding and started to cry , angry , uncontrollable tears .",start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
"Fribble started to speak again , but received such a blazing look from Fael-Inis that he subsided .",start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
Gary Kilpartrick has now started working with YWAM in Switzerland .,start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
"Luce shivered , her imagination suddenly starting to work overtime .",start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
"Then the girl , Dolly , suddenly started to caper .",start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
Well the council started then and they took on machines of their own .,start,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.' 'Naturally, I started crying to get out of work.'"
"After all , I 'd only just stopped doing my paper-round and I heard them talking about headlong stuff I never knew about before : abortions , heroin , Sylvia Plath , prostitution .",stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
"Oh , if only she could stop crying …",stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
"To take one example , if Britain stopped burning fossil fuels altogether , the world 's output of carbon dioxide -- some 6 billion tonnes a year -- would fall by only 160 m tonnes .",stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
The Office has stopped subsidising one-day energy surveys for industry and commerce and there is little accessible public information .,stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
He stopped buying them for her when they got married .,stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
Social services have stopped paying a £30 attendance allowance for Becky to go to Southampton once every two months for treatment .,stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
The little boy stopped crying .,stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
They had almost stopped resuscitating him on the grounds that the doctor had n't remembered his diagnosis .,stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
""" And then , about four months ago , Mr. Andrew stopped coming to the office .",stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
"I stopped smoking two years ago and I stopped doing all the silly drugs and drink nearly six years ago , so you naturally gravitate towards quite a healthy diet .",stop,Activity_stop,"An Agent ceases an Activity without completing it. '' 'After the lawsuit, the company stopped producing the once very profitable toy.' 'The rugby club terminated negotiations with Argyll in September 1988.'"
